sentiment,review_body,product_category
-1,I loved these pants the minute i put them on  and was so happy i'd ordered them. but i wore them only 3 times - and only at dinners with friends  not even for full days - and the seams on both legs ripped open! i think the faux leather just isn't equipped to handle the stretch of fitted leggings. i was super-bummed about this  because these pants are so insanely cute. but if they can't hold up to a few casual wears  then there's just no way... thankfully retailer was true to their brilliant custom,Jeans
-1,These run at least 2 sizes smaller than other styles of the same brand  mother. such a bummer because the quality is totally on point. i'm going to exchange them for a huge size i guess. whatever  i don't mind having a size that's so much larger than all my other jeans. i just mind the complete hassle of the exchange process. i wish mother would get their sizing issues under control. it's not retailer's fault. so annoyed.,Jeans
-1,"These pants are more like 9"" not 10"". i was very dissappointed. the color is great and so is the fabric.  if you look more closely at the model the pants don't fit her either!! they are too small! i haven't decided whether or not to take them back because i am losing weight. i am a 31 so far but these pants are like a 30. i need the color because they go perfectly with a top i bought from retailer",Jeans
-1,I purchased these in january and today i am going back to retailer to request a refund; the fabric on the inner thighs are absolutely thread bare. i am 5'6 and wear a size 28. they fit comfortably with great stretch  but apparently the fabric is so cheap that if your thighs should happen to touch  you will wear holes through the thighs in very short order.    first they started piling  which i had never a pair of pilcro pants do before  and within 2 washes i could actually see through the f,Jeans
-1,I ordered first the green  then the grey (in case the green was mismarked.)  so short!!  is this to be in keeping with the ankle pant trend??  anyone who wants a shorter pant could easily hem them. but there is no way to lengthen them.  i held the new pants up to an older pair from previous years. they are a full 2 1/2 inches shorter! wow!  note how in the photo of the golden color pants they barely skim the model's ankle. that's how they are in real life.  i wear these pants in a tall  and live,Jeans
-1,These run very small!! they are also short  almost like a crop pant. the fit was so weird that i won't even exchange for a bigger size.,Jeans
-1,"These are terribly unflattering the wash looks dirty and the rise is not 10.5 like the description says  which is the only reason i gambled on these it is 13"".",Jeans
0,"Maybe i just have the wrong body type for these jeans  but even though they technically fit  i felt like they looked like ""mom jeans"" on me. i was fine with the high waist  which actually made them very comfortable  but the ankles were loose and long on me  where most ag ankle jeans are a perfect length. the quality is good though--the fabric is substantial and a bit stiffer than most of my other ag's  and the color is a nice saturated black. i tried on a size 27  and i'm 5'4""  120 lbs.",Jeans
0,I really like the pilcro serif style but the stet style does not work for my body. will have to return.,Jeans
0,I love the relaxed flattering fit of these pants but the navy die runs..a lot. the first time i washed them t did so per instructions on the label. i did my next load of laundry and everything turned blue/ grey! i tried washing them again with vinegar to set the color and hopefully that will help. lots of color running still though  so to be safe wash and then run washer with nothing in it to clean it before doing more laundry. i'm keeping them because i like the pants  but wanted to let you kno,Jeans
0,These jeans look slouchy and shorter in the pic which was exactly what i was looking for  but they fit more like regular boot cuts on me and proved to be much longer than expected. i have fairly long legs and most jeans hit me like they do on the models  but these were very long. i only buy citizens of humanity and paige jeans and i can almost always buy online for them when it comes to skinny jeans  but these did not fit the same as their other styles. they are good quality and would probably f,Jeans
0,Oh wow no. as the previous reviewer said  much lighter than the picture! rise and inseam are as described but with the light denim they combined to make a bad look for this 40something. maybe for a younger audience who like the 90s retro vibe? the fit is true to size  i tried the 27 and it was a nice snug fit around the bum (waist 28/29  hips 36  usually a 27 or 28 in jeans  sometimes even a 29 if they're super skinny).,Jeans
0,After losing a lot of weight i thought i'd try a pair of skinny jeans and since pilcro is my favorite jeans brand  i bought my usual pilcro size but wow. these are just way too tight. they pull on like leggings or tights  clinging to every part of your leg - there isn't even a bit of looseness around the calves and my lower legs have never been big. i kept thinking i'd just lose more weight and they would fit better but that isn't happening either (the fit) so these are going to my daughter who,Jeans
0,Very nice fabric but disappointed in the stitching on the knees. it looks nice but makes the pants very uncomfortable and tight around the knees. too bad because i love the style and hoped they would work!,Jeans
0,I saw these in my local retailer and loved them on the hanger. when i tried them on  not so much. the material is a pretty substantial white denim and very stretchy (i didn't find them to be that smooth of a fabric  but more of a traditional denim texture). i am a 6-8 in pants  and normally wear a 27 in pilcro denim. when i tried on the size 27 in the store  i found them to be very tight in the thighs - and i don't have big thighs. i also found the pants to pull conspicuously across the crotch are,Jeans
0,I am so bummed. these jeans are the perfect weight  totally distressed (and torn) in a way that looks like you've owned them for years  they flare out at the bottom of the legs just the right amount...but there is one huge - or i should write small - problem: your thighs have to be incredibly small to get these pulled all the way on.   ----------  i am a 27 in level 99 and ag brand jeans  and a 28 in my other pairs of coh jeans and in mih jeans as well. i do not have an hourglass figure (my shou,Jeans
1,I love these jeans! i came on here to see if they were here on sale  and they are but alas  not in my size. i probably wear these three times per week - to work  going out with friends  all over. i got the gray and i would say the color on the site is true to how they look in person. i bought mine in the store and i will say that i've been on the fence about whether they're gray or purple but the site says gray. if you want a true gray that is a more blue-ish gray  then these are not it because,Jeans
1,"I'm in love. the cut  fit  and fabric of this jean have made it my favorite  everyday pair. they're mostly rayon  followed by equal parts polyester and cotton with a touch of spandex thrown in: the right combination for fit  softness  and durability. these hold their shape well  so i don't have to wash them every other time i wear them. the ankle length hits me at the top of my ankle bone. perfect. i'm 5'6""  125 pounds. ordered size 27.",Jeans
1,I love these pants! they are comfortable and dressy enough for work! the wide leg is the perfect size and the higher waist is professional! these are also nice and long for wearing heels. i ordered a size 27 and they fit great. i normally wear a size 6 in us sizing.,Jeans
1,Love just know the embroidery is navy blue wearing them today  size down,Jeans
1,I usually wear 26 or 27 in pants  but i sized up to a 28p for these. the waist is a little big but better fit overall. i ended up buying them in the white also.,Jeans
1,I tried these jeans on in my regular size and they seemed way too big  but still kinda cute. i went one size down and suddenly they were the most adorable  comfortable jeans that i've every had (and i have a lot of jeans!). i love them! they are very soft with gorgeous fading around the pockets. they are button fly which is unique. i got them on the sale on sale price and they are well worth every bit and more. i plan on wearing them with boots although high heal shoes should be beautiful with t,Jeans
1,Great pants! i love the style and fit! would highly recommend!,Jeans
1,These are super cute and i love the ties on the legs. fit is true to size. i bought them on sale and they had some black marks on the front when received. i called retailer and their great customer service guaranteed that i could return them if the black did not come out when washed. it did  so i'm stoked.,Jeans
1,I really liked these jeans. i had to return though. they run small. i normally wear a 27 and could have gone for a 28 in these. maybe it was because i went for the petite. they can run a bit smaller.,Jeans
-1,Top opens in the middle right in front. should have some sort of closure inside to prevent this top from flying open will return,Knits
-1,I loved this t-shirt when i first tried it on: a good cut--not too drapey or fitted. but then i washed it (laid flat to dry) and it shrunk so much that it's unwearable now. so disappointing.,Knits
-1,This shirt runs very large. i will be returning for a smaller size.,Knits
-1,I&#39;m taller (5&#39;8)  so it&#39;s not uncommon for things to be too short on me  but this was really short for the style.  it was very wide and loose all over in my usual size - both up top and in the wavy part below.  the style really just did not work with the length.  it looked very odd.,Knits
-1,I had such high hopes for this top! the colors! the peplum! the ruffles! the price point! the fit was terrible  unflattering  and laughable! please try again with this one  retailer. you could have a real winner with a little tweaking!,Knits
-1,This top was too big for me. 5'4  135lbs and ordered xxs. fit was fine and wanted it too work  but too overwhelming on me as well. will be going back.,Knits
-1,I usually love bordeaux so i was very disappointed with this shirt when it arrived. the fabric smelled plastic-y which is a first for me with retailer products. when i put the shirt on  i could see it had that sheen that comes from rayon spandex blend shirts  i hadn't noticed that it had spandex in it when i ordered it. this fabric looks and feels exactly like the cheap blends sold at discount stores. i can't believe retailer is selling this.,Knits
-1,This top doesn't at all fit like it does on the model. the mid section is very wide and boxy and the material is thick and almost sweatshirt-like. i typically wear size small or 4  but perhaps an xs might've fit or looked better. sadly i must return this shirt.,Knits
-1,I wanted to like this top so so so so badly. so badly in fact  that after the first size didn't fit  i ordered two other sizes to make sure: xl  l  m. none of them worked i really wanted to like this top. the online photo makes the clothing look so flattering and the shirt is just not....at least on me. the shirt online on the model looks slimming and a lot longer than the actual piece of the clothing. the beaded work is very beautiful  but short causing the very poofy peplum to start at the mos,Knits
0,I wanted to love this top  but had 2 major problems with it. first  it's not for short girls. i'm only 5' tall and it was a total mess on me proportion wise. the sleeves were way too long and the seam where the sweater and peplum meet hit right in the middle of my butt  which was terribly unflattering. second  the grey fabric was very thin and kinda cheap looking. no regrets on returning this one.,Knits
0,This is a super cute tunic - it is simply way too big.,Knits
0,Really liked the fan pattern and the cut was cute and flattering.  but the material is thin and all the edges are not finished and look frayed making the shirt look and feel cheap.  would have kept if thicker material and the edges were finished.  not worth full price,Knits
0,Very very cute. bought in store yesterday. put it on today to wear and it is huge. i normally buy a large in tshirts. i will return for either a small or medium but will try on in the store. oh well.,Knits
0,I loved the look of this shirt  but when i put it on it was entirely too billowy under the chest. it just ended up making me look larger and pregnant.,Knits
0,This blouse is gorgeous  but as other reviewers have noted it runs small and it's very thin. the back is see-through  not the front  though if you tend to wear things a little large and order up a size  the back is fine. my real issue is that it shrank so much when i washed it (on cold  delicate cycle  hang dry) that it's pretty much unwearable now. sad.,Knits
0,The shirt is nice  but not as nice a material as i was hoping  but i kept it anyway. but after washing it  it is even more disappointing  not very soft and now kind of an odd length. hopefully it will grow on me  but wouldn't recommend it especially for the price.,Knits
0,The fabric is so soft  but it was too roomy in the top and miid-section so it didn't flatter my body.,Knits
0,The cut is too long and shapeless. if it was cropped  i would have kept it. the beads are delicate as another reviewer has said but i was prepared for that. too bad the fit just wasn't flattering. it's going back.,Knits
1,The shirt can be a little boxy  so make sure to order your size! the peplum is a great length in the back.,Knits
1,This is an awesome shirt! gorgeous quality and design. can be dressed up or down! it runs slightly large i ordered a small. i would still order a small but if you are trying to decide between a small and an extra small i would get the extra small.,Knits
1,I saw this in my local store and i fell in love with the bird pattern flowing down the right side of the shirt. for me  i bought the xs and the fit was great. i usually take a true s. the sleeves have a pulled stitching running down them and the top has nice shaping and flare to it. it is a wonderful little tee! the fabric is linen and not as soft as cotton but in this case it is not an issue as the tee does not cling to you.,Knits
1,The green color is beautiful. i love the cut and material - it feels luxurious. definitely needs ironing before wear but is a must have,Knits
1,This shirt is so cute! i was unsure about how flowy the sleeves would be- as i'm not one for frills- but the sleeves sit nicely. also  i am between a size small and medium  i got the small and it definitely is flowy. runs big  so if you like a tighter fit you may want to order a size down. i got the red and it's a perfect autumn / winter color. the cut outs are not too showy- so it's not revealing for us gals who are a little more belly-conscious. it's the perfect shirt to just throw on and go a,Knits
1,I saw this and had to have it!  it is so beautiful.  it has pops of color that can be paired with so many options.  i like the uniqueness of the flowers being on the backside.  it is thinner fabric  so i will have to wear a black cami underneath but i have no problem with that.  especially  going into cooler weather anyway.  it is very flattering on.  this one will go fast.  thank you retailer!,Knits
1,Wasn't sure about this but got the xs/s on sale. the style is very wide and is longer on me than pictured. somehow it works because it drapes nicely from my shoulders. should be comfy to wear in the summer. the two i received are a deep turquoise and will pair nicely with some of my favorite jewelry.,Knits
1,This is a cute swing top. tts but generous. best thing about it- the color. i got purple and it is so pretty and saturated. i think it'll look great with big gold hoop earrings. alone or under a cardigan or denim jacket. i'd consider other colors at sale price.,Knits
1,Great top for day to night. fine for work (i'd think large breasted girls may find it too gaping for work as mentioned  but b cup and below doesn't gape so very work appropriate.),Knits
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
1,I absolutely adore this top! it is super soft. i purchased it in the wine color. i would recommend this for anyone! if they have other colors i plan on buying them. i am going to wear this with jeans and my furry vest in the fall/winter.,Layering
1,"The wide strap style is very flattering. this tank is fitted in my normal size small  it fits like the model in the cobalt blue color. i'm 5'7"" 120lbs. if you want more room  i'd size up. it is low cut  but not inappropriately so. fits like the picture shows.",Layering
1,As in most ribbed camis  this stretches out - so size down. it is very pretty/delicate (e.g. fabric is thin) and the silver/grey color has metalic thread running through. plan to pair it with an retailer grey bolero sweater for the holidays.,Layering
1,I purchased this top in the oatmeal/beige color. i love it. the material is very soft and it fits true to size. i would have purchased the black color too if it was still available.,Layering
1,"If your looking for a nice quality basic tee  this is it. nothing special  but the fabric is a nice soft cotton with a little stretch. the cut is long and lean so i would highly recommend sizing up. i sized up from my usual medium to a large and it's still quite form fitting. i'm 5'2""  35a/b bust  28 waist  39 hips.",Layering
1,Awesome basic top for your wardrobe. it's a little sheer but not too much.,Layering
1,I tried this on in-store in white and in grey. it is so super comfy and really cute. i love the wide straps! i ended up getting it in white and black. the grey looked a tad bit more casual than the white and black tanks.,Layering
1,I saw the tank at the store and was so glad to try it on. i got the small?i'm in between xs and s (34b) and try to get petites when i can but the small fit great with a longer cut. i bought the green and did not find it sheer. i actually thought it was thicker than most tanks and tees these days. i found the arm holes were fine. i usually need to go with a petite just for this reason but no need to this time. planning on getting a couple of more colors!,Layering
1,This tank top runs big. i?m usually a xs and i ordered the xs and pxs due to reviews and the pxs is still big. i kept the pxs because it?s very cute and i love the color (ordered the canton). i?ve been taping the tank to my bra so it does not slip too far down. however  not sure if i will order this again.,Layering
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,Super itchy! had to return.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
1,This product is awesome! i'm a tall lady with wide calves and thighs and these socks look and feel fantastic on me; they are tight enough that they don't wind up sliding down around my ankles  but not so snug that they make my legs look like sausages. i would recommend this product to all of my girlfriends.,Legwear
1,These tights are comfortable and the material is great. i bought the gray and holly color and the colors are as shown online. similar to most nylon tights they snag easily. definitely not a legging and similar to other reviewers these won't keep you warm in the winter.,Legwear
1,These leggings are super comfy. i took the advice of other reviewers and ordered a size down and the leggings fit wonderfully. lately i've been having a problem with leggings falling down at the waist and these stay up nicely so i was very pleased. the leggings have a slight itch because of the sweater feel but they are very warm and i enjoy wearing them.,Legwear
1,So soft  comfortable and warm! i ordered the black and think i'll buy the grey and lavender  as well. the material is a little synthetic/almost shiny looking  but definitely not a deal breaker. these are my new lounge pants. recommend!,Legwear
1,I'm about 130 lbs. and 6' tall and usually a small would be my size. these fit  but i would be more comfy in a m. they are stretchy  soft and opaque. perfect for under a couple sweater dresses i picked up by retailer!!! will be re-ordering.,Legwear
1,These are truly slouchy leggings. i am short (5'3) so they do bunch quite a bit for me but when paired with a long chunky sweater they are perfect! unlike the other review  i felt that they ran a little on the larger side. i am typically an 8/10 and ordered the m/l. they sit nicely on my lower waist and do not sag but the length is long long long. i recommend these for wearing out or around the house.,Legwear
1,These leggings are a quality product at a great price! i ordered these for my daughter and she loves them. warm and comfy  she wears them all the time.,Legwear
1,Soft pretty socks. a little big if you have smaller feet. i'm a size 7.5  and they are a tad too big but still comfortable.,Legwear
1,I purchased this sock in another print before and wear them all the time. i was happy to see a new pair on the website and purchased them again! these liner socks actually stay on my feet... others brands i've tried before slip off my heel  but these stay hidden and stay put. plus a fun design!,Legwear
-1,I love the look of this dress but it runs very large. i am 5'2 110lbs. i ordered the extra small on sale & got a killer deal on it. i intended to use it as a beach cover up since it's sheer  but when i tried it on i felt like i was wearing a mumu. even for the price & for the beach i am going to return it. i'm sad because it is a beautiful cover-up and for what it is i think the quality is good.,Lounge
-1,Fabric felt and looked cheap.  hem was completely frayed  all the way around  perhaps purposely  but ratty looking  all the same.,Lounge
-1,"I was so disappointed with the quality of this dress  especially because it looks so beautiful on the model. the fabric was so thin that after one hand wash  it's already developing a tiny hole and pilling. also  it is definitely not a ""day dress""--i wore it as a swim coverup  but it is much too thin and pajama-like to be worn as an actual dress. the color is much different in person--the blue is brighter and  for lack of a better way to describe it  cheap looking. the white banding around the t",Lounge
-1,I am of average height  but these pants are so long!! i considered altering them because i like the print  but i don't think it's worth the effort for workout attire so they're going back. shame!!,Lounge
-1,Tried this twice in yellow because for the price it seems like it would be such a useful piece  but the quality is below average for an retailer dress. it's just a shapeless  thin  beach cover-up that i could've picked up anywhere. the yellow color is so cute though. if you're looking for a light  breezy  go-to-the-beach dress that you can shove in a bag with your towel  this might be good for you  but it's too thin for just about anything else.,Lounge
-1,These pants looked worn  washed & old looking when i received them! the quality is super thin cotton as if it's been washed a million times & is about to fall apart! the workmanship is terrible. you can see loose stitching all over. the top portion is too tight & looks terrible stretched out. i liked absolutely nothing about this pants except the idea of them from the picture online...,Lounge
-1,So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about  but i once had a lot of luck with dresses of this price point (and intent) at retailer  so i had hopes. i was just wanting it to be a great addition for vacations and beach days  but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti,Lounge
-1,I thought this dress would be a cute beach cover up so i was excited to order it but i was very disappointed. i am 5'7 and i usually wear a size small top and 4 dress so i ordered a small in this dress but it was huge!! i understand that it is not meant to be form fitting and i wasn't expecting it to be but when i tried this on i felt like i was wearing a potato sack. i feel like an extra small would have been just as bad. i was so upset. it also has thin silver lines through it which  for me  m,Lounge
-1,White and silver threads made fabric look grey. almost dirty. fit was nice and price is great. villa to pool to restaurant would be great. colored fabric would be better.,Lounge
0,I saw this jacket in the store and thought it was really cute..and finally a nice length!! ordered the xl because l and was afraid of shrinkage and it is no larger than the l. runs at least a size small with not alot of give. i will unfortunately have to bring it back.,Lounge
0,While the fabric  embroidery and sizing are dead on  i just couldn't deal with the shiny little mirrors that the designer embellished this shirt with. that detail is not apparent in the photographs and i felt lessened the versatility of this blouse. so  it must go back to retailer.,Lounge
0,These sleep pants are very pretty  soft and comfortable. unfortunately  after washing them once i noticed some small holes in the fabric which is very disappointing considering the price. i don't mind paying a little more for clothing if i feel like the quality is there but in this case i'm not so sure. i guess if you don't really sleep in them or wash them then they would probably be ok but then what's the point of buying them?,Lounge
0,I'm writing this to warn others that these run small. i ordered my usual small and then because of the elastic waist i also ordered the medium. neither size fit me. even the medium was not only too tight in the elastic to be worn at the hip as shown  but too short waisted to be worn at the waist. they are generally smaller everywhere  which just seems wrong in this style pant. also  take note  these are slit up the side  which i could not see in the photo. it's not a high slit  but still  does c,Lounge
0,This top looks real cute on the model! wish it looked like that on me! way too big  so not flattering on my petite frame. sadly going back!,Lounge
0,I purchased the moss color in this cardigan. i really love the texture of the material. it is very very soft. my issue with this is the arms. like other reviewers have said they are extremely small! i went up to a large rather than my usual medium and they were still tight. i really wanted this to work but i will probably return due to the arms.,Lounge
0,I ordered these on sale despite a previous reviewer's comment that they were unflattering on the back side. they really do hug your bum  but that is not what bothers me. what bothers me is that the back side is totally see through  so unless you plan on wearing them with a long top  they are not wearable in public or around other people. i have gotten some of my favorite pieces from retailer  but also some of the most poorly designed. unfortunately  these fall in the latter category.,Lounge
0,I really loved the look of these color blocked leggings online  but when i received mine  they're nothing like the ones in the pictures....the front of the legs on mine are mostly orange with a thin strip of white between the orange  then more orange!!! i like orange  but really was expecting the pretty color blocking like in the pictures not  mostly orange on both front legs  the back of the legs have more color blocking  but barely any of the light lavender color,Lounge
0,I wish i could wax poetic about this gorgeous cardigan. i would have happily bought it in both colors except for the deal-breaking design flaw - the extremely tight sleeves. even if you have stick-thin arms  i don't know how you would ever be able to wear anything other than a tank top under it. sadly for me  this was a no go :(,Lounge
1,"When i tried on this dress my husband's jaw dropped to the ground. it is so unique and so beautiful on. however the cut of the fabric fit oddly on me so i am exchanging for a small with fingers crossed. i am a size 6  5'8"" and the medium just felt a little boxy over the middle section. my six year old son said that it was the most beautiful dress he had ever seen. buy this!",Lounge
1,I know this is labeled under activewear  but the fabric is a dream  it's incredibly flattering and could absolutely be worn in any outfit! i just bought the moss and may end up getting the other colors too. i generally am a l or xl  and the large fit well. it's alined and has a bit of stretch to it. it's so comfortable! highly recommend!,Lounge
1,"This lounge robe is the most fantastic  dramatic and comfortable wrap dress!  to the reviewers who posted pictures--you styled this to perfection.   a slip dress underneath is a must have since the opening basically unsecured.  i purchased the medium petite and i am 5'3"" 36dd and 140#.",Lounge
1,So soft and comfortable and flattering on! run small. i'm a 25/0 pant and a small in these is as small as i'd want to go! otherwise  excellent.,Lounge
1,Love these! they are thick and comfortable. they feel like sweat pants but are cute enough to wear out if you are running quick errands. definitely recommend!,Lounge
1,I saw this jacket in the store and it looks and fit beautiful! it fits tts and is forgiving to the curvy. this is a staple piece to have during the fall or spring. highly recommend.,Lounge
1,"The design is graceful and both my kids said it was a keeper ""pretty "" even the boy child.    somehow i feel it makes my tummy look bigger than it is  maybe with the belt on my jeans.",Lounge
1,It's so hard to tell exactly what this sweatshirt looks like from the online photos. it has a white and pale sky blue tie dye look all over with a sea foam green floral print. runs tts. the floral print isn't centered on the one i received  but for $11 i'll be keeping it.,Lounge
1,These are incredibly soft and comfortable. they are only for inside lounging  because they are a bit see through and have that long-johns type of material on it.,Lounge
-1,Big pockets make it look more like a bathrobe than a coat. there are no internal pockets and the loops for the belt are pretty skimpy - just a bit of string. the color is great  but the quality leaves something to be desired.,Outerwear
-1,I wanted to like this coat so bad! i loved the bright red color and design  but when i received it  it seemed very cheap and just too large. i returned it.,Outerwear
-1,Even in my usual petite small size  this looked bulky and made me look stumpy. disappointing because the style looks so good in the picture and the material looks to be good quality. i don't even know if going down a size would have helped. as others have mentioned it looks like a frumpy house robe.,Outerwear
-1,Unfortunately  does not look anything like in the picture. looks like an oversized house robe. i expected much more but was disappointed. i am definitely returning it.,Outerwear
-1,Darling jacket/coat  similar styling as the beige with big flowers and lace-up back that i bought a few years ago and still love. i was considering this one  but the description says to hand wash. seriously? a coat? that's simply not practical. not sure if i will buy this one.,Outerwear
